Weekly_GenAI_Hours,Traditional_Study_Hours,Perceived_AI_Dependency,Burnout_Risk_Level,Anxiety_Level_During_Exams,Institutional_Policy
2.14,11.41,3,medium,9,actively_encouraged
18.24,13.53,4,medium,9,strict_ban
15.71,14.16,4,high,9,strict_ban
13.67,7.2,3,medium,9,strict_ban
15.54,5.93,4,high,9,actively_encouraged
17.34,20.07,8,medium,9,allowed_with_citation
1.06,12.47,5,medium,9,actively_encouraged
9.14,9.81,3,medium,9,allowed_with_citation
0.82,10.47,2,low,9,allowed_with_citation
9.78,11.6,3,low,9,actively_encouraged
5.25,19.19,3,medium,9,strict_ban
3.18,10.57,3,high,9,actively_encouraged
22.65,17.76,5,high,9,actively_encouraged
34.0,3.68,8,high,9,allowed_with_citation
4.79,6.89,3,medium,9,allowed_with_citation
31.63,3.55,9,high,9,allowed_with_citation
10.65,15.29,4,medium,9,allowed_with_citation
5.68,14.86,2,medium,9,allowed_with_citation
16.33,13.24,6,high,9,allowed_with_citation
11.28,13.0,4,high,9,strict_ban
11.57,22.22,6,medium,9,strict_ban
13.5,9.49,6,medium,9,strict_ban
40.0,3.97,8,high,9,allowed_with_citation
13.58,8.45,6,medium,9,strict_ban
16.74,15.99,5,high,9,strict_ban
13.73,11.56,3,high,9,allowed_with_citation
20.16,6.26,3,high,9,strict_ban
38.0,9.52,8,high,9,allowed_with_citation
11.2,10.75,5,high,9,strict_ban
9.91,7.13,5,medium,9,allowed_with_citation
1.42,7.87,4,medium,9,allowed_with_citation
18.42,1.92,4,medium,9,strict_ban
10.11,13.7,3,medium,9,strict_ban
13.15,9.26,3,medium,9,allowed_with_citation
4.2,13.44,5,low,9,actively_encouraged
1.56,10.01,2,medium,9,actively_encouraged
11.69,15.69,5,low,9,allowed_with_citation
28.96,5.5,7,high,9,allowed_with_citation
16.04,13.0,6,high,9,strict_ban
34.57,12.9,9,medium,9,strict_ban
40.0,2.59,9,high,9,strict_ban
10.39,11.82,5,medium,9,strict_ban
12.94,7.54,4,high,9,allowed_with_citation
24.56,14.55,7,high,9,strict_ban
20.95,14.21,5,medium,9,allowed_with_citation
0.22,9.84,3,medium,9,actively_encouraged
24.89,14.3,6,medium,9,strict_ban
0.77,5.84,1,low,9,actively_encouraged
7.7,10.87,8,medium,9,actively_encouraged
28.92,15.12,5,high,9,actively_encouraged
21.85,8.51,5,high,9,strict_ban
7.53,20.99,4,low,9,actively_encouraged
0.39,15.81,1,low,9,allowed_with_citation
26.47,9.83,6,high,9,actively_encouraged
4.72,8.32,4,low,9,allowed_with_citation
16.07,16.76,6,high,9,strict_ban
11.56,7.48,5,high,9,allowed_with_citation
4.2,8.82,7,high,9,allowed_with_citation
12.81,16.67,4,medium,9,strict_ban
40.0,8.01,9,high,9,strict_ban
21.9,5.61,4,high,9,strict_ban
7.52,1.0,4,high,9,allowed_with_citation
34.0,2.52,10,high,9,strict_ban
24.58,12.08,6,medium,9,allowed_with_citation
11.29,2.86,2,high,9,strict_ban
14.2,12.66,5,low,9,strict_ban
17.1,10.69,6,medium,9,strict_ban
11.56,10.24,5,high,9,strict_ban
13.62,16.01,3,medium,9,strict_ban
0.15,12.41,3,low,9,strict_ban
17.12,3.45,4,high,9,strict_ban
12.98,2.15,4,medium,9,actively_encouraged
36.0,8.2,8,high,9,actively_encouraged
8.47,9.57,4,medium,9,strict_ban
2.23,9.66,4,low,9,actively_encouraged
5.1,8.81,3,low,9,allowed_with_citation
13.45,10.99,7,high,9,strict_ban
23.89,6.63,6,high,9,strict_ban
2.16,2.12,3,low,9,allowed_with_citation
24.91,6.8,4,low,9,strict_ban
21.34,4.19,5,high,9,strict_ban
25.53,10.26,8,high,9,strict_ban
26.88,6.1,6,high,9,strict_ban
40.0,13.63,9,high,9,actively_encouraged
0.83,15.07,2,medium,9,strict_ban
21.78,9.25,5,high,9,strict_ban
40.0,8.51,10,high,9,strict_ban
16.16,13.51,4,medium,9,allowed_with_citation
29.05,1.48,10,high,9,allowed_with_citation
15.68,14.28,5,medium,9,allowed_with_citation
40.0,11.31,9,high,9,strict_ban
3.36,9.66,2,low,9,allowed_with_citation
5.79,7.47,3,low,9,strict_ban
0.64,11.64,2,high,9,strict_ban
18.71,8.65,6,medium,9,strict_ban
7.56,19.61,3,low,9,allowed_with_citation
13.15,12.25,6,low,9,strict_ban
17.38,19.6,6,high,9,strict_ban
13.22,15.79,3,high,9,strict_ban
15.04,14.38,6,medium,9,strict_ban
17.7,4.31,4,high,9,strict_ban
11.78,7.07,6,high,9,strict_ban
23.45,4.57,5,high,9,allowed_with_citation
21.24,17.47,5,high,9,allowed_with_citation
34.0,10.2,6,high,9,strict_ban
12.17,3.21,5,high,9,strict_ban
14.68,6.66,1,medium,9,strict_ban
20.89,12.55,8,high,9,strict_ban
28.96,12.12,6,medium,9,allowed_with_citation
3.22,3.22,4,medium,9,allowed_with_citation
4.14,15.25,4,low,9,strict_ban
26.0,10.49,6,high,9,actively_encouraged
2.9,22.98,2,low,9,allowed_with_citation
13.74,7.32,4,high,9,actively_encouraged
22.91,11.24,8,medium,9,actively_encouraged
9.72,20.25,4,medium,9,actively_encouraged
15.76,8.15,7,high,9,strict_ban
10.43,1.0,2,low,9,actively_encouraged
7.44,7.79,2,high,9,allowed_with_citation
24.3,6.66,4,high,9,actively_encouraged
12.76,11.65,7,medium,9,strict_ban
5.64,16.27,5,medium,9,allowed_with_citation
6.38,10.1,4,low,9,allowed_with_citation
15.19,9.43,6,high,9,strict_ban
14.41,9.31,3,high,9,allowed_with_citation
1.76,16.28,3,medium,9,allowed_with_citation
25.33,6.57,4,high,9,strict_ban
13.58,8.26,5,high,9,strict_ban
16.62,6.94,7,medium,9,actively_encouraged
3.65,19.58,3,low,9,allowed_with_citation
34.28,3.52,6,high,9,strict_ban
6.08,17.49,3,high,9,allowed_with_citation
12.64,8.85,4,low,9,actively_encouraged
12.59,16.12,7,low,9,allowed_with_citation
7.7,6.35,5,high,9,strict_ban
13.56,6.07,3,medium,9,strict_ban
0.13,11.19,1,low,9,actively_encouraged
17.94,11.02,7,high,9,strict_ban
14.02,16.77,5,high,9,strict_ban
9.4,7.35,4,high,9,strict_ban
29.37,15.22,5,medium,9,strict_ban
23.76,18.97,4,medium,9,actively_encouraged
5.56,11.28,4,medium,9,strict_ban
22.66,12.18,4,high,9,strict_ban
11.72,7.59,5,high,9,allowed_with_citation
10.87,5.79,3,low,9,allowed_with_citation
3.68,16.55,2,low,9,allowed_with_citation
30.18,1.37,7,high,9,strict_ban
40.0,1.0,9,high,9,allowed_with_citation
20.28,9.64,6,medium,9,allowed_with_citation
13.21,11.73,6,medium,9,strict_ban
13.81,11.74,6,high,9,allowed_with_citation
23.55,24.79,5,high,9,allowed_with_citation
25.79,3.52,6,high,9,allowed_with_citation
6.64,7.49,3,medium,9,actively_encouraged
31.21,12.08,5,high,9,strict_ban
28.77,8.06,4,high,9,strict_ban
1.96,22.05,6,low,9,allowed_with_citation
7.09,12.24,4,medium,9,allowed_with_citation
10.68,18.34,4,medium,9,actively_encouraged
11.12,9.81,2,medium,9,strict_ban
21.65,12.11,2,high,9,strict_ban
7.64,4.71,3,medium,9,actively_encouraged
6.13,12.98,3,low,9,allowed_with_citation
17.57,13.57,4,high,9,strict_ban
22.44,7.62,6,high,9,strict_ban
6.28,14.18,2,low,9,actively_encouraged
5.19,4.05,4,medium,9,strict_ban
33.23,12.32,5,high,9,strict_ban
0.91,4.18,1,medium,9,allowed_with_citation
33.85,11.52,8,high,9,strict_ban
25.09,15.41,5,high,9,strict_ban
18.69,7.62,6,low,9,strict_ban
14.68,4.99,7,high,9,strict_ban
21.43,10.74,5,high,9,strict_ban
7.52,14.59,4,low,9,strict_ban
11.66,9.51,4,high,9,strict_ban
13.04,12.35,5,high,9,strict_ban
20.28,2.38,6,high,9,allowed_with_citation
23.02,8.14,4,high,9,strict_ban
1.58,17.28,2,low,9,allowed_with_citation
15.67,8.18,5,high,9,strict_ban
10.25,20.98,5,low,9,strict_ban
13.91,9.96,5,medium,9,allowed_with_citation
40.0,11.99,10,high,9,actively_encouraged
0.97,9.73,2,low,9,actively_encouraged
22.06,15.29,7,high,9,actively_encouraged
21.3,7.35,6,high,9,strict_ban
18.56,9.92,4,high,9,allowed_with_citation
21.01,1.0,5,high,9,strict_ban
0.06,5.95,4,low,9,allowed_with_citation
13.22,9.29,6,high,9,allowed_with_citation
33.04,1.42,7,high,9,strict_ban
31.47,10.91,10,high,9,strict_ban
12.52,10.87,4,high,9,strict_ban
15.65,9.11,5,high,9,strict_ban
8.05,7.06,4,high,9,allowed_with_citation
6.4,7.56,3,low,9,allowed_with_citation
11.17,14.29,6,high,9,strict_ban
35.28,18.3,7,high,9,strict_ban
0.35,16.74,5,medium,9,allowed_with_citation
36.06,7.49,6,high,9,strict_ban
5.54,12.1,6,high,9,allowed_with_citation
31.19,3.87,6,high,9,allowed_with_citation
7.97,14.74,5,medium,9,strict_ban
2.13,18.32,2,medium,9,strict_ban
12.44,11.44,5,low,9,strict_ban
3.91,8.62,4,low,9,allowed_with_citation
3.07,22.25,4,medium,9,strict_ban
23.65,14.16,5,high,9,strict_ban
10.23,9.7,4,low,9,actively_encouraged
2.02,11.7,4,medium,9,allowed_with_citation
2.41,13.74,4,medium,9,actively_encouraged
23.39,4.52,5,high,9,strict_ban
2.66,18.64,6,high,9,actively_encouraged
23.26,4.5,5,high,9,strict_ban
35.68,19.34,8,high,9,actively_encouraged
2.03,10.01,5,low,9,actively_encouraged
13.95,5.77,5,high,9,strict_ban
10.05,8.96,4,low,9,strict_ban
6.74,1.0,4,medium,9,actively_encouraged
3.18,13.07,3,medium,9,allowed_with_citation
5.69,7.41,3,low,9,actively_encouraged
3.21,1.6,6,high,9,allowed_with_citation
0.97,9.71,5,low,9,allowed_with_citation
10.47,3.02,4,high,9,strict_ban
2.42,11.43,2,low,9,strict_ban
38.36,1.67,9,high,9,actively_encouraged
31.01,10.59,8,high,9,allowed_with_citation
0.03,23.16,1,low,9,allowed_with_citation
20.23,3.84,6,high,9,strict_ban
6.22,6.47,5,high,9,allowed_with_citation
5.03,15.76,3,medium,9,allowed_with_citation
33.12,15.47,7,high,9,allowed_with_citation
28.86,10.21,8,high,9,strict_ban
5.65,10.93,4,medium,9,actively_encouraged
40.0,1.0,8,high,9,allowed_with_citation
9.3,8.52,3,high,9,actively_encouraged
32.11,11.2,6,high,9,allowed_with_citation
15.71,10.19,4,medium,9,strict_ban
7.42,10.63,5,medium,9,strict_ban
13.24,10.28,2,high,9,strict_ban
29.06,1.69,5,high,9,actively_encouraged
26.54,11.7,8,high,9,strict_ban
13.03,8.7,5,high,9,strict_ban
2.46,15.1,1,medium,9,allowed_with_citation
5.13,12.33,3,medium,9,allowed_with_citation
18.74,5.23,5,high,9,strict_ban
15.8,14.5,3,high,9,strict_ban
2.02,13.39,4,medium,9,allowed_with_citation
15.81,1.7,6,high,9,strict_ban
19.36,13.04,4,medium,9,allowed_with_citation
0.21,2.89,3,low,9,allowed_with_citation
4.71,16.6,2,medium,9,strict_ban
13.87,26.88,4,medium,9,actively_encouraged
6.17,23.73,6,medium,9,allowed_with_citation
29.12,4.45,8,high,9,actively_encouraged
24.18,14.1,6,high,9,strict_ban
26.06,2.05,5,high,9,strict_ban
13.93,11.59,4,low,9,allowed_with_citation
5.63,11.6,4,low,9,allowed_with_citation
15.49,11.51,4,medium,9,strict_ban
1.62,10.69,4,medium,9,allowed_with_citation
18.6,13.44,5,high,9,strict_ban
4.02,18.7,5,medium,9,allowed_with_citation
21.52,16.05,5,high,9,strict_ban
10.98,1.0,4,medium,9,strict_ban
6.48,15.14,3,medium,9,allowed_with_citation
20.64,20.66,5,medium,9,allowed_with_citation
4.04,14.8,3,medium,9,strict_ban
12.76,14.78,3,medium,9,allowed_with_citation
12.94,25.07,6,medium,9,actively_encouraged
20.27,7.34,6,high,9,strict_ban
10.18,13.17,3,medium,9,actively_encouraged
8.94,10.32,3,medium,9,strict_ban
16.06,16.5,4,high,9,strict_ban
6.78,11.59,5,medium,9,allowed_with_citation
10.46,8.69,3,high,9,strict_ban
22.49,12.01,5,high,9,strict_ban
8.88,9.39,5,high,9,strict_ban
10.11,2.92,3,medium,9,strict_ban
10.04,16.94,5,medium,9,strict_ban
0.51,9.1,2,medium,9,actively_encouraged
4.5,11.54,4,medium,9,allowed_with_citation
13.79,16.37,3,medium,9,strict_ban
20.41,8.53,7,high,9,strict_ban
6.34,5.98,2,low,9,strict_ban
14.51,14.16,4,high,9,actively_encouraged
4.37,11.04,4,medium,9,allowed_with_citation
23.7,14.47,6,high,9,allowed_with_citation
17.85,14.6,6,high,9,strict_ban
29.15,10.27,5,high,9,strict_ban
17.18,9.78,6,high,9,strict_ban
13.43,13.12,5,medium,9,strict_ban
0.95,6.82,5,medium,9,allowed_with_citation
4.3,4.23,4,medium,9,actively_encouraged
0.33,6.9,2,low,9,allowed_with_citation
17.48,18.23,6,medium,9,strict_ban
6.76,16.83,3,medium,9,strict_ban
26.34,9.78,8,high,9,allowed_with_citation
14.59,15.51,2,high,9,allowed_with_citation
2.78,24.32,4,medium,9,allowed_with_citation
12.32,10.82,5,medium,9,strict_ban
6.53,11.51,4,low,9,allowed_with_citation
14.39,3.59,4,high,9,strict_ban
23.33,13.6,4,high,9,strict_ban
23.82,1.62,7,medium,9,allowed_with_citation
32.88,12.88,7,high,9,actively_encouraged
29.85,13.94,8,high,9,strict_ban
4.35,9.88,3,low,9,allowed_with_citation
20.1,8.45,3,high,9,strict_ban
26.49,10.29,8,high,9,allowed_with_citation
30.83,10.54,9,high,9,actively_encouraged
2.58,9.73,4,medium,9,strict_ban
34.79,13.41,7,high,9,allowed_with_citation
0.68,14.13,5,low,9,strict_ban
21.98,2.83,6,medium,9,strict_ban
22.7,8.11,3,high,9,strict_ban
16.2,6.12,7,high,9,strict_ban
11.62,10.26,5,high,9,allowed_with_citation
6.13,13.08,5,medium,9,allowed_with_citation
21.67,10.89,10,high,9,strict_ban
4.34,10.22,5,medium,9,actively_encouraged
26.78,15.39,8,high,9,strict_ban
5.25,14.89,4,low,9,actively_encouraged
25.45,3.94,5,high,9,strict_ban
0.77,4.52,3,medium,9,actively_encouraged
25.19,3.68,6,high,9,strict_ban
4.45,10.84,2,medium,9,actively_encouraged
12.57,5.12,5,high,9,strict_ban
5.06,3.84,3,low,9,allowed_with_citation
16.33,8.43,6,low,9,allowed_with_citation
16.77,6.14,6,high,9,strict_ban
29.7,20.8,5,medium,9,strict_ban
11.78,12.98,7,medium,9,allowed_with_citation
8.02,16.33,5,medium,9,strict_ban
9.91,9.43,5,medium,9,actively_encouraged
5.17,14.99,4,low,9,actively_encouraged
25.98,6.14,8,medium,9,strict_ban
10.45,17.97,5,medium,9,allowed_with_citation
11.11,13.49,3,medium,9,strict_ban
23.01,8.64,7,high,9,strict_ban
13.44,8.3,6,medium,9,strict_ban
3.05,5.41,5,medium,9,allowed_with_citation
37.96,21.12,9,high,9,actively_encouraged
3.13,13.53,4,medium,9,allowed_with_citation
33.5,17.53,5,high,9,strict_ban
14.38,14.62,5,high,9,strict_ban
14.21,5.98,6,low,9,actively_encouraged
21.45,21.14,7,high,9,strict_ban
6.42,15.25,2,high,9,strict_ban
9.51,15.38,5,low,9,allowed_with_citation
29.61,10.64,8,high,9,strict_ban
19.71,3.77,7,high,9,strict_ban
10.42,18.27,4,medium,9,strict_ban
18.22,4.39,6,high,9,allowed_with_citation
14.4,3.97,2,medium,9,strict_ban
36.91,3.25,7,high,9,strict_ban
6.23,6.46,4,medium,9,actively_encouraged
14.7,9.42,2,high,9,strict_ban
11.48,13.52,4,high,9,strict_ban
11.42,9.17,5,medium,9,allowed_with_citation
5.59,14.43,4,low,9,allowed_with_citation
0.1,5.84,5,low,9,allowed_with_citation
18.69,6.75,7,high,9,strict_ban
19.49,14.75,7,high,9,actively_encouraged
9.29,5.68,2,medium,9,strict_ban
12.69,12.38,6,medium,9,allowed_with_citation
27.2,8.9,4,high,9,allowed_with_citation
38.5,1.0,8,high,9,strict_ban
11.62,9.34,4,high,9,allowed_with_citation
21.15,8.6,5,medium,9,strict_ban
7.16,11.13,5,high,9,strict_ban
2.81,13.0,4,medium,9,actively_encouraged
15.76,5.48,8,high,9,allowed_with_citation
4.86,10.74,3,medium,9,allowed_with_citation
20.01,8.66,4,high,9,strict_ban
13.26,17.61,7,low,9,strict_ban
15.39,1.0,5,high,9,actively_encouraged
17.85,6.17,3,medium,9,actively_encouraged
12.37,15.91,6,high,9,actively_encouraged
2.63,11.01,4,medium,9,allowed_with_citation
9.23,11.95,2,high,9,actively_encouraged
12.35,3.43,5,high,9,strict_ban
10.3,14.79,5,high,9,strict_ban
12.55,18.75,6,low,9,actively_encouraged
19.1,6.61,4,high,9,actively_encouraged
23.21,4.42,6,high,9,strict_ban
22.96,10.69,4,high,9,strict_ban
2.06,10.86,4,high,9,actively_encouraged
3.43,1.78,3,medium,9,allowed_with_citation
4.61,19.02,3,low,9,allowed_with_citation
4.56,10.03,4,low,9,allowed_with_citation
27.97,9.48,5,high,9,strict_ban
15.85,5.13,7,high,9,allowed_with_citation
12.95,1.0,6,high,9,strict_ban
19.62,6.88,6,high,9,strict_ban
11.35,12.56,5,high,9,strict_ban
1.2,17.76,1,medium,9,actively_encouraged
5.15,13.81,3,medium,9,strict_ban
33.99,10.44,7,high,9,strict_ban
12.81,6.32,3,high,9,strict_ban
13.79,9.59,4,medium,9,strict_ban
40.0,8.58,6,high,9,strict_ban
26.5,12.88,7,high,9,strict_ban
14.29,9.39,6,high,9,actively_encouraged
14.95,9.16,5,low,9,allowed_with_citation
4.67,10.63,2,medium,9,strict_ban
6.67,15.16,4,medium,9,allowed_with_citation
0.3,17.32,2,high,9,strict_ban
19.12,10.89,6,medium,9,strict_ban
18.86,2.04,8,high,9,strict_ban
6.8,13.93,5,medium,9,allowed_with_citation
14.33,14.45,6,low,9,allowed_with_citation
25.76,7.85,7,high,9,allowed_with_citation
14.58,3.77,5,high,9,allowed_with_citation
3.71,10.2,4,low,9,strict_ban
0.45,14.03,3,low,9,actively_encouraged
6.04,8.15,2,medium,9,allowed_with_citation
6.31,1.0,5,low,9,allowed_with_citation
11.74,15.4,3,low,9,allowed_with_citation
11.26,26.28,2,high,9,strict_ban
0.68,8.05,3,medium,9,actively_encouraged
16.32,13.26,4,medium,9,strict_ban
21.86,19.21,7,high,9,strict_ban
16.5,14.28,5,low,9,allowed_with_citation
0.32,12.12,2,medium,9,strict_ban
11.73,9.52,3,high,9,strict_ban
29.23,12.8,7,high,9,allowed_with_citation
3.85,12.95,1,high,9,actively_encouraged
22.68,10.81,5,high,9,strict_ban
10.1,16.83,5,medium,9,actively_encouraged
16.24,15.11,5,medium,9,allowed_with_citation
3.72,12.09,4,medium,9,strict_ban
24.02,7.87,6,high,9,strict_ban
7.62,10.91,5,low,9,actively_encouraged
13.7,9.45,6,low,9,strict_ban
22.26,1.0,8,high,9,strict_ban
12.85,12.96,8,low,9,allowed_with_citation
2.75,15.46,6,medium,9,allowed_with_citation
25.25,16.3,5,high,9,strict_ban
16.01,2.84,3,high,9,strict_ban
1.4,7.15,3,low,9,allowed_with_citation
22.17,9.42,8,medium,9,strict_ban
12.87,17.62,3,medium,9,strict_ban
11.88,4.01,4,medium,9,actively_encouraged
2.47,12.14,4,high,9,actively_encouraged
0.95,14.8,3,medium,9,allowed_with_citation
37.57,9.65,7,high,9,strict_ban
24.73,6.17,4,high,9,strict_ban
0.46,7.39,5,medium,9,allowed_with_citation
25.28,10.08,6,high,9,strict_ban
8.1,16.76,6,low,9,actively_encouraged
20.13,11.25,6,high,9,strict_ban
10.93,16.24,4,medium,9,allowed_with_citation
6.29,14.23,5,medium,9,allowed_with_citation
28.62,9.21,6,high,9,actively_encouraged
1.44,19.63,4,low,9,allowed_with_citation
12.68,6.56,8,high,9,strict_ban
6.38,9.91,5,low,9,allowed_with_citation
6.74,9.2,4,high,9,allowed_with_citation
15.93,1.0,3,high,9,allowed_with_citation
30.3,11.54,9,high,9,strict_ban
23.9,4.71,7,high,9,allowed_with_citation
15.11,1.0,6,high,9,allowed_with_citation
11.61,10.17,4,high,9,strict_ban
14.18,12.96,4,medium,9,strict_ban
12.3,12.41,7,low,9,allowed_with_citation
8.1,20.44,3,low,9,strict_ban
22.74,5.67,3,high,9,strict_ban
11.13,9.12,5,low,9,strict_ban
16.79,10.01,6,medium,9,strict_ban
11.04,20.61,3,high,9,strict_ban
20.28,1.0,7,high,9,allowed_with_citation
9.18,10.12,4,medium,9,allowed_with_citation
13.97,11.19,2,high,9,strict_ban
0.43,2.26,3,high,9,allowed_with_citation
13.17,16.06,3,medium,9,strict_ban
2.75,5.2,1,low,9,actively_encouraged
16.06,11.2,6,medium,9,allowed_with_citation
0.95,2.5,2,medium,9,allowed_with_citation
28.53,18.44,8,high,9,strict_ban
38.55,2.87,9,high,9,strict_ban
16.25,9.81,2,high,9,strict_ban
22.24,12.6,8,high,9,strict_ban
11.54,8.82,4,medium,9,strict_ban
4.18,9.03,4,high,9,allowed_with_citation
8.38,14.23,4,medium,9,allowed_with_citation
19.87,4.73,6,high,9,allowed_with_citation
6.29,16.53,3,medium,9,allowed_with_citation
2.67,2.95,3,low,9,allowed_with_citation
10.93,18.31,3,high,9,strict_ban
4.39,11.37,2,medium,9,allowed_with_citation
34.34,3.77,8,medium,9,strict_ban
1.52,11.59,3,low,9,actively_encouraged
13.34,7.91,8,high,9,strict_ban
0.44,11.61,4,low,9,allowed_with_citation
12.14,1.0,3,low,9,actively_encouraged
20.83,1.0,4,high,9,strict_ban
32.53,6.85,6,high,9,actively_encouraged
26.77,9.03,5,high,9,strict_ban
8.34,1.7,3,low,9,allowed_with_citation
34.0,4.65,5,high,9,strict_ban
16.61,6.35,5,high,9,strict_ban
2.11,14.04,3,low,9,actively_encouraged
24.11,8.62,7,high,9,allowed_with_citation
36.47,10.18,7,high,9,strict_ban
9.9,15.05,3,high,9,actively_encouraged
2.26,8.91,3,medium,9,allowed_with_citation
1.76,8.22,3,medium,9,strict_ban
31.01,5.51,5,high,9,actively_encouraged
0.38,11.9,5,low,9,strict_ban
27.77,1.4,8,high,9,strict_ban
38.06,9.88,10,high,9,strict_ban
1.08,16.1,1,low,9,allowed_with_citation
22.75,3.86,5,high,9,strict_ban
22.8,13.44,5,high,9,allowed_with_citation
26.2,15.88,5,medium,9,strict_ban
12.57,12.63,8,medium,9,strict_ban
8.75,2.99,3,high,9,allowed_with_citation
0.22,7.46,3,medium,9,allowed_with_citation
8.1,8.89,4,medium,9,strict_ban
5.22,12.21,3,high,9,allowed_with_citation
6.83,8.64,2,low,9,allowed_with_citation
1.1,21.0,4,low,9,allowed_with_citation
23.47,7.42,6,high,9,strict_ban
20.13,13.92,4,high,9,strict_ban
5.85,2.42,3,medium,9,actively_encouraged
6.62,13.39,6,medium,9,allowed_with_citation
40.0,8.95,9,high,9,strict_ban
16.17,15.21,6,low,9,actively_encouraged
35.45,6.13,7,high,9,allowed_with_citation
22.67,7.32,6,high,9,strict_ban
33.72,14.67,9,high,9,strict_ban
29.51,8.06,7,high,9,allowed_with_citation
40.0,10.96,8,high,9,strict_ban
40.0,4.99,7,high,9,actively_encouraged
40.0,13.53,10,high,9,strict_ban
20.16,11.35,6,medium,9,actively_encouraged
22.05,13.15,7,medium,9,actively_encouraged
1.02,16.69,3,low,9,allowed_with_citation
14.56,11.84,5,high,9,actively_encouraged
30.03,11.94,8,high,9,strict_ban
31.36,6.51,7,high,9,allowed_with_citation
26.76,4.54,4,high,9,actively_encouraged
13.05,17.27,1,medium,9,strict_ban
10.35,14.64,2,high,9,strict_ban
26.03,9.52,4,high,9,strict_ban
0.14,9.44,4,medium,9,actively_encouraged
12.25,6.24,4,high,9,strict_ban
15.84,10.42,4,high,9,strict_ban
40.0,6.57,7,high,9,strict_ban
1.39,7.29,4,low,9,actively_encouraged
25.2,17.72,6,high,9,allowed_with_citation
1.02,11.4,6,medium,9,actively_encouraged
5.45,12.74,5,low,9,allowed_with_citation
30.59,11.28,7,high,9,allowed_with_citation
28.81,18.74,6,medium,9,allowed_with_citation
4.57,18.41,4,low,9,allowed_with_citation
8.61,4.9,3,medium,9,actively_encouraged
11.91,10.73,5,high,9,allowed_with_citation
16.14,10.23,8,high,9,allowed_with_citation
2.88,18.69,2,low,9,allowed_with_citation
3.1,9.1,6,medium,9,allowed_with_citation
4.75,15.82,3,low,9,actively_encouraged
20.7,20.14,7,high,9,allowed_with_citation
12.95,10.13,5,high,9,strict_ban
1.42,13.63,4,medium,9,allowed_with_citation
40.0,4.48,7,high,9,strict_ban
3.85,17.73,3,high,9,allowed_with_citation
2.83,9.04,4,medium,9,allowed_with_citation
14.87,16.26,5,medium,9,strict_ban
11.84,15.57,2,high,9,strict_ban
10.08,8.83,6,low,9,strict_ban
6.18,9.04,4,medium,9,strict_ban
33.9,9.1,7,high,9,strict_ban
11.61,9.94,5,low,9,allowed_with_citation
2.05,3.93,3,low,9,allowed_with_citation
36.16,11.11,9,high,9,allowed_with_citation
11.8,17.05,2,medium,9,strict_ban
19.56,1.71,5,high,9,allowed_with_citation
11.56,9.01,5,medium,9,strict_ban
14.27,2.63,5,high,9,strict_ban
40.0,17.6,7,high,9,allowed_with_citation
